torneo,jugadorA,jugadorB,setsA,setsB,fecha,retirado,acesA,acesB,dobleFaltasA,dobleFaltasB,porcentajePrimerSaqueA,porcentajePrimerSaqueB,porcentajePuntosGanadosConPrimerSaqueA,porcentajePuntosGanadosConPrimerSaqueB,puntosGanadosConPrimerSaqueA,puntosGanadosConPrimerSaqueB,porcentajePuntosGanadosConSegundoSaqueA,porcentajePuntosGanadosConSegundoSaqueB,puntosGanadosConSegundoSaqueA,puntosGanadosConSegundoSaqueB,porcentajeBreakPointsSalvadosA,porcentajeBreakPointsSalvadosB,breakPointsSalvadosA,breakPointsSalvadosB,porcentajeBreakPointsA,porcentajeBreakPointsB,breakPointsA,breakPointsB,velocidadMediaPrimerSaqueA,velocidadMediaPrimerSaqueB,velocidadMediaSegundoSaqueA,velocidadMediaSegundoSaqueB,porcentajePuntosGanadosAlRestoConPrimerSaqueA,porcentajePuntosGanadosAlRestoConPrimerSaqueB,puntosGanadosAlRestoConPrimerSaqueA,puntosGanadosAlRestoConPrimerSaqueB,porcentajePuntosGanadosAlRestoConSegundoSaqueA,porcentajePuntosGanadosAlRestoConSegundoSaqueB,puntosGanadosAlRestoConSegundoSaqueA,puntosGanadosAlRestoConSegundoSaqueB,winnersA,winnersB,erroresNoForzadosA,erroresNoForzadosB,porcentajePuntosGanadosRedA,porcentajePuntosGanadosRedB,puntosGanadosRedA,puntosGanadosRedB,porcentajePuntosGanadosSaqueA,porcentajePuntosGanadosSaqueB,puntosGanadosSaqueA,puntosGanadosSaqueB,porcentajePuntosGanadosRestoA,porcentajePuntosGanadosRestoB,puntosGanadosRestoA,puntosGanadosRestoB,porcentajePuntosGanadosA,porcentajePuntosGanadosB,puntosGanadosA,puntosGanadosB,puntosGanadosUltimas10BolasA,puntosGanadosUltimas10BolasB,puntosDePartidoSalvadosA,puntosDePartidoSalvadosB,porcentajeJuegosGanadosSaqueA,porcentajeJuegosGanadosSaqueB,juegosGanadosSaqueA,juegosGanadosSaqueB,porcentajeJuegosGanadosRestoA,porcentajeJuegosGanadosRestoB,juegosGanadosRestoA,juegosGanadosRestoB,porcentajeJuegosGanadosA,porcentajeJuegosGanadosB,juegosGanadosA,juegosGanadosB,cuotaA,cuotaB,cuotaA_2,cuotaB_2,dobleA,dobleB,porcentajeJuegosGanadosPrimerSaqueA,juegosGanadosPrimerSaqueA,porcentajeJuegosGanadosPrimerSaqueB,juegosGanadosPrimerSaqueB,porcentajeJuegosGanadosSegundoSaqueA,JuegosGanadosSegundoSaqueA,porcentajeJuegosGanadosSegundoSaqueB,JuegosGanadosSegundoSaqueB,BreakPointsSalvadosA,BreakPointsSalvadosB,PuntosGanadosAlRestoConPrimerSaqueA,PuntosGanadosAlRestoConPrimerSaqueB,porcentajePuntosGanadosAlRestoA,PuntosGanadosAlRestoA,porcentajePuntosGanadosAlRestoB,PuntosGanadosAlRestoB,PuntosGanadosAlRestoConSegundoSaqueA,PuntosGanadosAlRestoConSegundoSaqueB,porcentajePuntosBreakConvertidosA,PuntosBreakConvertidosA,porcentajePuntosBreakConvertidosB,PuntosBreakConvertidosB,PuntosGanadosRedA,PuntosGanadosRedB,porcentajePuntosGanadosAlSaqueA,PuntosGanadosAlSaqueA,porcentajePuntosGanadosAlSaqueB,PuntosGanadosAlSaqueB,PuntosGanadosA,PuntosGanadosB,PuntosGanadosUltimas10BolasA,PuntosGanadosUltimas10BolasB,BolasDePartidoSalvadasA,BolasDePartidoSalvadasB,porcentajeJuegosGanadosAlSaqueA,JuegosGanadosAlSaqueA,porcentajeJuegosGanadosAlSaqueB,JuegosGanadosAlSaqueB,porcentajeJuegosGanadosAlRestoA,JuegosGanadosAlRestoA,porcentajeJuegosGanadosAlRestoB,JuegosGanadosAlRestoB,JuegosGanadosA,JuegosGanadosB
Wimbledon,Draper J.,Ymer E.,3,2,02.07. 18:50,no,14,13,,,61%,57%,,,,,,,,,55%,59%,,,,,,,,,,,35%,25%,,,54%,48%,,,54,54,40,35,64%,73%,,,,,,,,,,,54%,46%,,,,,,,,,,,,,,,54%,46%,,,1.03,15.00,1.03,15.00,3,7,75%,(60/80),65%,(56/86),52%,(27/52),46%,(30/65),(6/11),(10/17),(30/86),(20/80),43%,(65/151),34%,(45/132),(35/65),(25/52),41%,(7/17),45%,(5/11),(29/45),(11/15),66%,(87/132),57%,(86/151),(152/283),(131/283),6,4,0,0,78%,(18/23),70%,(16/23),30%,(7/23),22%,(5/23),(25/46),(21/46)
Wimbledon,Searle H.,Giron M.,1,3,02.07. 18:15,no,17,10,,,57%,64%,,,,,,,,,75%,83%,,,,,,,,,,,18%,24%,,,49%,52%,,,45,38,43,26,77%,78%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,45%,55%,,,5.00,1.17,5.00,1.17,5,1,76%,(53/70),82%,(60/73),48%,(25/52),51%,(21/41),(9/12),(5/6),(13/73),(17/70),29%,(33/114),36%,(44/122),(20/41),(27/52),17%,(1/6),25%,(3/12),(17/22),(18/23),64%,(78/122),71%,(81/114),(111/236),(125/236),4,6,3,0,84%,(16/19),95%,(18/19),5%,(1/19),16%,(3/19),(17/38),(21/38)
Wimbledon,Rune H.,Kwon S.,3,0,02.07. 18:10,no,16,2,,,62%,62%,,,,,,,,,0%,69%,,,,,,,,,,,34%,5%,,,58%,38%,,,30,20,16,18,81%,62%,,,,,,,,,,,60%,40%,,,,,,,,,,,,,,,67%,33%,,,1.10,7.00,1.10,7.00,2,3,95%,(40/42),66%,(35/53),62%,(16/26),42%,(14/33),(0/0),(9/13),(18/53),(2/42),43%,(37/86),18%,(12/68),(19/33),(10/26),31%,(4/13),0%,(0/0),(17/21),(13/21),82%,(56/68),57%,(49/86),(93/154),(61/154),6,4,0,0,100%,(14/14),69%,(9/13),31%,(4/13),0%,(0/14),(18/27),(9/27)
Wimbledon,Daniel T.,Tsitsipas S.,0,3,02.07. 18:05,no,10,15,,,51%,69%,,,,,,,,,70%,86%,,,,,,,,,,,23%,32%,,,41%,41%,,,33,55,17,32,69%,65%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,44%,56%,,,11.00,1.05,11.00,1.05,2,2,68%,(42/62),77%,(57/74),59%,(35/59),59%,(20/34),(7/10),(6/7),(17/74),(20/62),29%,(31/108),36%,(44/121),(14/34),(24/59),14%,(1/7),30%,(3/10),(25/36),(35/54),64%,(77/121),71%,(77/108),(108/229),(121/229),2,8,0,0,82%,(14/17),94%,(16/17),6%,(1/17),18%,(3/17),(15/34),(19/34)
Wimbledon,Fils A.,Stricker D.,3,1,02.07. 17:45,no,15,11,,,72%,59%,,,,,,,,,83%,60%,,,,,,,,,,,23%,20%,,,56%,48%,,,40,34,24,33,69%,74%,,,,,,,,,,,54%,46%,,,,,,,,,,,,,,,58%,42%,,,1.44,2.75,1.44,2.75,2,6,80%,(63/79),77%,(48/62),52%,(16/31),44%,(19/43),(5/6),(6/10),(14/62),(16/79),36%,(38/105),28%,(31/110),(24/43),(15/31),40%,(4/10),17%,(1/6),(18/26),(20/27),72%,(79/110),64%,(67/105),(117/215),(98/215),7,3,0,0,94%,(17/18),78%,(14/18),22%,(4/18),6%,(1/18),(21/36),(15/36)
Wimbledon,Kopriva V.,Djokovic N.,0,3,02.07. 16:10,no,4,10,,,55%,67%,,,,,,,,,60%,0%,,,,,,,,,,,10%,45%,,,32%,60%,,,25,32,28,16,69%,81%,,,,,,,,,,,36%,64%,,,,,,,,,,,,,,,22%,78%,,,21.00,1.02,21.00,1.02,5,2,55%,(29/53),90%,(35/39),40%,(17/43),68%,(13/19),(9/15),(0/0),(4/39),(24/53),17%,(10/58),52%,(50/96),(6/19),(26/43),0%,(0/0),40%,(6/15),(9/13),(17/21),48%,(46/96),83%,(48/58),(56/154),(98/154),2,8,0,0,45%,(5/11),100%,(12/12),0%,(0/12),55%,(6/11),(5/23),(18/23)
Wimbledon,Carballes Baena R.,Zverev A.,0,3,02.07. 15:45,no,7,18,,,56%,74%,,,,,,,,,64%,100%,,,,,,,,,,,14%,43%,,,39%,48%,,,17,46,21,27,77%,65%,,,,,,,,,,,40%,60%,,,,,,,,,,,,,,,31%,69%,,,29.00,1.01,29.00,1.01,3,2,57%,(30/53),86%,(44/51),52%,(22/42),61%,(11/18),(9/14),(5/5),(7/51),(23/53),20%,(14/69),45%,(43/95),(7/18),(20/42),0%,(0/5),36%,(5/14),(10/13),(24/37),55%,(52/95),80%,(55/69),(66/164),(98/164),4,6,0,0,62%,(8/13),100%,(13/13),0%,(0/13),38%,(5/13),(8/26),(18/26)
Wimbledon,Coria F.,Walton A.,0,3,02.07. 15:35,no,4,4,,,75%,63%,,,,,,,,,38%,67%,,,,,,,,,,,27%,39%,,,21%,52%,,,33,28,34,24,67%,71%,,,,,,,,,,,43%,57%,,,,,,,,,,,,,,,37%,63%,,,4.00,1.25,4.00,1.25,1,1,61%,(43/70),73%,(36/49),48%,(11/23),79%,(23/29),(3/8),(2/3),(13/49),(27/70),24%,(19/78),42%,(39/93),(6/29),(12/23),33%,(1/3),63%,(5/8),(16/24),(20/28),58%,(54/93),76%,(59/78),(73/171),(98/171),1,9,0,0,67%,(10/15),93%,(14/15),7%,(1/15),33%,(5/15),(11/30),(19/30)
Wimbledon,Fearnley J.,Moro Canas A.,3,0,02.07. 15:15,no,8,1,,,63%,71%,,,,,,,,,100%,80%,,,,,,,,,,,29%,15%,,,50%,40%,,,47,24,29,32,79%,69%,,,,,,,,,,,53%,47%,,,,,,,,,,,,,,,56%,44%,,,1.50,2.63,1.50,2.63,4,1,85%,(57/67),71%,(65/91),60%,(24/40),50%,(19/38),(3/3),(8/10),(26/91),(10/67),35%,(45/129),24%,(26/107),(19/38),(16/40),20%,(2/10),0%,(0/3),(33/42),(20/29),76%,(81/107),65%,(84/129),(126/236),(110/236),6,4,0,5,100%,(17/17),88%,(15/17),12%,(2/17),0%,(0/17),(19/34),(15/34)
Wimbledon,Bellucci M.,Shelton B.,2,3,02.07. 14:50,no,11,19,,,52%,72%,,,,,,,,,75%,86%,,,,,,,,,,,26%,21%,,,46%,44%,,,39,50,34,47,67%,63%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,47%,53%,,,3.40,1.33,3.40,1.33,6,5,79%,(60/76),74%,(80/108),56%,(40/71),54%,(22/41),(9/12),(12/14),(28/108),(16/76),32%,(47/149),32%,(47/147),(19/41),(31/71),14%,(2/14),25%,(3/12),(24/36),(39/62),68%,(100/147),68%,(102/149),(147/296),(149/296),5,5,1,0,87%,(20/23),92%,(22/24),8%,(2/24),13%,(3/23),(22/47),(25/47)
Wimbledon,Rublev A.,Comesana F.,1,3,02.07. 14:30,no,6,21,,,55%,70%,,,,,,,,,20%,80%,,,,,,,,,,,26%,22%,,,46%,51%,,,39,46,39,38,67%,64%,,,,,,,,,,,48%,52%,,,,,,,,,,,,,,,45%,55%,,,1.03,17.00,1.03,17.00,4,2,78%,(56/72),74%,(70/95),49%,(29/59),54%,(22/41),(1/5),(8/10),(25/95),(16/72),32%,(44/136),35%,(46/131),(19/41),(30/59),20%,(2/10),80%,(4/5),(31/46),(23/36),65%,(85/131),68%,(92/136),(129/267),(138/267),4,6,0,0,81%,(17/21),90%,(19/21),10%,(2/21),19%,(4/21),(19/42),(23/42)
Wimbledon,Darderi L.,Choinski J.,3,2,02.07. 12:10,no,17,6,,,64%,72%,,,,,,,,,64%,73%,,,,,,,,,,,33%,22%,,,54%,53%,,,47,44,43,52,74%,68%,,,,,,,,,,,52%,48%,,,,,,,,,,,,,,,52%,48%,,,1.36,3.20,1.36,3.20,8,4,78%,(72/92),67%,(84/126),47%,(24/51),46%,(23/50),(9/14),(16/22),(42/126),(20/92),39%,(69/176),33%,(47/143),(27/50),(27/51),27%,(6/22),36%,(5/14),(14/19),(27/40),67%,(96/143),61%,(107/176),(165/319),(154/319),9,1,0,0,80%,(20/25),76%,(19/25),24%,(6/25),20%,(5/25),(26/50),(24/50)
Wimbledon,Duckworth J.,De Minaur A.,0,3,02.07. 12:10,no,9,16,,,58%,51%,,,,,,,,,84%,57%,,,,,,,,,,,19%,36%,,,51%,53%,,,45,49,65,47,65%,63%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,50%,50%,,,11.00,1.05,11.00,1.05,4,7,64%,(64/100),81%,(51/63),47%,(34/73),49%,(30/61),(16/19),(4/7),(12/63),(36/100),35%,(43/124),43%,(75/173),(31/61),(39/73),43%,(3/7),16%,(3/19),(39/60),(27/43),57%,(98/173),65%,(81/124),(141/297),(156/297),4,6,2,0,83%,(15/18),83%,(15/18),17%,(3/18),17%,(3/18),(18/36),(18/36)
Wimbledon,Etcheverry T. M.,Nardi L.,3,0,02.07. 12:10,no,3,8,,,71%,65%,,,,,,,,,0%,29%,,,,,,,,,,,30%,15%,,,75%,40%,,,21,22,19,29,88%,30%,,,,,,,,,,,62%,38%,,,,,,,,,,,,,,,72%,28%,,,1.57,2.38,1.57,2.38,1,3,85%,(41/48),70%,(31/44),60%,(12/20),25%,(6/24),(0/0),(2/7),(13/44),(7/48),46%,(31/68),22%,(15/68),(18/24),(8/20),71%,(5/7),0%,(0/0),(14/16),(3/10),78%,(53/68),54%,(37/68),(84/136),(52/136),8,2,0,0,100%,(13/13),58%,(7/12),42%,(5/12),0%,(0/13),(18/25),(7/25)
Wimbledon,Hurkacz H.,Albot R.,3,1,02.07. 12:10,no,24,0,,,64%,61%,,,,,,,,,60%,20%,,,,,,,,,,,29%,15%,,,44%,55%,,,48,31,39,22,57%,81%,,,,,,,,,,,54%,46%,,,,,,,,,,,,,,,56%,44%,,,1.04,13.00,1.04,13.00,3,7,85%,(66/78),71%,(48/68),45%,(20/44),56%,(24/43),(3/5),(1/5),(20/68),(12/78),35%,(39/111),30%,(36/122),(19/43),(24/44),80%,(4/5),40%,(2/5),(34/60),(26/32),70%,(86/122),65%,(72/111),(125/233),(108/233),5,5,0,0,90%,(19/21),80%,(16/20),20%,(4/20),10%,(2/21),(23/41),(18/41)
Wimbledon,Korda S.,Mpetshi Perricard G.,2,3,02.07. 12:10,no,18,51,,,66%,71%,,,,,,,,,75%,100%,,,,,,,,,,,16%,15%,,,49%,41%,,,52,93,28,45,76%,65%,,,,,,,,,,,49%,51%,,,,,,,,,,,,,,,47%,53%,,,1.22,4.33,1.22,4.33,4,10,85%,(95/112),84%,(116/138),59%,(35/59),51%,(29/57),(3/4),(11/11),(22/138),(17/112),26%,(50/195),24%,(41/171),(28/57),(24/59),0%,(0/11),25%,(1/4),(28/37),(37/57),76%,(130/171),74%,(145/195),(180/366),(186/366),5,5,0,0,96%,(27/28),100%,(29/29),0%,(0/29),4%,(1/28),(27/57),(30/57)
Wimbledon,Lestienne C.,Musetti L.,1,3,02.07. 12:10,no,3,12,,,58%,66%,,,,,,,,,47%,69%,,,,,,,,,,,37%,30%,,,49%,68%,,,38,59,53,38,69%,73%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,42%,58%,,,7.00,1.10,7.00,1.10,5,0,70%,(54/77),63%,(57/90),32%,(18/56),51%,(24/47),(7/15),(11/16),(33/90),(23/77),41%,(56/137),46%,(61/133),(23/47),(38/56),31%,(5/16),53%,(8/15),(18/26),(22/30),54%,(72/133),59%,(81/137),(128/270),(142/270),4,6,0,0,58%,(11/19),74%,(14/19),26%,(5/19),42%,(8/19),(16/38),(22/38)
Wimbledon,Munar J.,Harris B.,3,1,02.07. 12:10,no,12,9,,,66%,67%,,,,,,,,,80%,83%,,,,,,,,,,,31%,15%,,,55%,40%,,,47,39,22,47,71%,74%,,,,,,,,,,,54%,46%,,,,,,,,,,,,,,,55%,45%,,,2.38,1.57,2.38,1.57,3,3,85%,(57/67),69%,(68/98),60%,(21/35),45%,(22/49),(4/5),(15/18),(30/98),(10/67),39%,(57/147),24%,(24/102),(27/49),(14/35),17%,(3/18),20%,(1/5),(22/31),(25/34),76%,(78/102),61%,(90/147),(135/249),(114/249),5,5,0,3,95%,(18/19),84%,(16/19),16%,(3/19),5%,(1/19),(21/38),(17/38)
Wimbledon,Popyrin A.,Monteiro T.,3,1,02.07. 12:10,no,24,7,,,80%,60%,,,,,,,,,0%,25%,,,,,,,,,,,26%,10%,,,34%,33%,,,61,34,23,22,69%,67%,,,,,,,,,,,56%,44%,,,,,,,,,,,,,,,59%,41%,,,1.33,3.40,1.33,3.40,0,4,90%,(75/83),74%,(52/70),67%,(14/21),66%,(31/47),(0/0),(1/4),(18/70),(8/83),29%,(34/117),14%,(15/104),(16/47),(7/21),75%,(3/4),0%,(0/0),(29/42),(20/30),86%,(89/104),71%,(83/117),(123/221),(98/221),8,2,0,0,100%,(21/21),85%,(17/20),15%,(3/20),0%,(0/21),(24/41),(17/41)
Wimbledon,Jubb P.,Seyboth Wild T.,2,3,02.07. 12:05,no,10,17,,,57%,63%,,,,,,,,,74%,50%,,,,,,,,,,,32%,32%,,,54%,47%,,,56,52,68,61,67%,59%,,,,,,,,,,,51%,49%,,,,,,,,,,,,,,,54%,46%,,,1.67,2.20,1.67,2.20,8,7,68%,(70/103),68%,(69/101),53%,(41/78),46%,(27/59),(14/19),(7/14),(32/101),(33/103),40%,(64/160),39%,(70/181),(32/59),(37/78),50%,(7/14),26%,(5/19),(29/43),(17/29),61%,(111/181),60%,(96/160),(175/341),(166/341),2,8,5,1,80%,(20/25),72%,(18/25),28%,(7/25),20%,(5/25),(27/50),(23/50)
Wimbledon,Nishioka Y.,Borges N.,3,1,02.07. 12:05,no,3,21,,,61%,65%,,,,,,,,,67%,64%,,,,,,,,,,,21%,31%,,,59%,41%,,,26,49,33,62,64%,69%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,54%,46%,,,1.80,2.00,1.80,2.00,1,7,69%,(53/77),79%,(58/73),59%,(29/49),41%,(16/39),(6/9),(7/11),(15/73),(24/77),34%,(38/112),35%,(44/126),(23/39),(20/49),36%,(4/11),33%,(3/9),(18/28),(18/26),65%,(82/126),66%,(74/112),(120/238),(118/238),5,5,0,0,84%,(16/19),78%,(14/18),22%,(4/18),16%,(3/19),(20/37),(17/37)
Wimbledon,Nagal S.,Kecmanovic M.,1,3,01.07. 19:15,no,3,6,,,65%,60%,,,,,,,,,63%,64%,,,,,,,,,,,32%,34%,,,40%,64%,,,47,36,44,25,67%,58%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,42%,58%,,,9.00,1.07,9.00,1.07,4,2,66%,(52/79),68%,(43/63),36%,(15/42),60%,(25/42),(12/19),(7/11),(20/63),(27/79),35%,(37/105),45%,(54/121),(17/42),(27/42),36%,(4/11),37%,(7/19),(24/36),(14/24),55%,(67/121),65%,(68/105),(104/226),(122/226),5,5,0,0,61%,(11/18),78%,(14/18),22%,(4/18),39%,(7/18),(15/36),(21/36)
Wimbledon,Paul T.,Martinez P.,3,1,01.07. 18:55,no,10,1,,,53%,66%,,,,,,,,,50%,36%,,,,,,,,,,,35%,19%,,,64%,42%,,,38,26,27,35,79%,70%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,65%,35%,,,1.02,19.00,1.02,19.00,0,9,81%,(39/48),65%,(46/71),58%,(25/43),36%,(13/36),(2/4),(4/11),(25/71),(9/48),45%,(48/107),30%,(27/91),(23/36),(18/43),64%,(7/11),50%,(2/4),(22/28),(32/46),70%,(64/91),55%,(59/107),(112/198),(86/198),6,4,0,1,88%,(15/17),59%,(10/17),41%,(7/17),12%,(2/17),(22/34),(12/34)
Wimbledon,Virtanen O.,Purcell M.,3,0,01.07. 18:55,no,19,4,,,68%,65%,,,,,,,,,100%,58%,,,,,,,,,,,30%,20%,,,67%,44%,,,41,13,28,27,68%,44%,,,,,,,,,,,58%,42%,,,,,,,,,,,,,,,72%,28%,,,2.38,1.57,2.38,1.57,3,3,80%,(43/54),70%,(35/50),56%,(14/25),33%,(9/27),(6/6),(7/12),(15/50),(11/54),43%,(33/77),28%,(22/79),(18/27),(11/25),42%,(5/12),0%,(0/6),(17/25),(7/16),72%,(57/79),57%,(44/77),(90/156),(66/156),7,3,0,2,100%,(13/13),58%,(7/12),42%,(5/12),0%,(0/13),(18/25),(7/25)
Wimbledon,Sinner J.,Hanfmann Y.,3,1,01.07. 18:35,no,16,12,,,58%,68%,,,,,,,,,82%,20%,,,,,,,,,,,32%,21%,,,53%,51%,,,47,44,30,38,59%,70%,,,,,,,,,,,53%,47%,,,,,,,,,,,,,,,57%,43%,,,1.01,26.00,1.01,26.00,3,3,79%,(58/73),68%,(53/78),49%,(26/53),47%,(17/36),(9/11),(1/5),(25/78),(15/73),39%,(44/114),33%,(42/126),(19/36),(27/53),80%,(4/5),18%,(2/11),(17/29),(21/30),67%,(84/126),61%,(70/114),(128/240),(112/240),4,6,0,1,89%,(17/19),78%,(14/18),22%,(4/18),11%,(2/19),(21/37),(16/37)
Wimbledon,Galan D. E.,Griekspoor T.,0,3,01.07. 18:25,no,10,14,,,67%,56%,,,,,,,,,78%,0%,,,,,,,,,,,17%,24%,,,35%,38%,,,27,44,22,26,44%,68%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,42%,58%,,,6.00,1.13,6.00,1.13,2,9,76%,(45/59),83%,(45/54),62%,(18/29),65%,(28/43),(7/9),(0/0),(9/54),(14/59),25%,(24/97),28%,(25/88),(15/43),(11/29),0%,(0/0),22%,(2/9),(11/25),(27/40),72%,(63/88),75%,(73/97),(87/185),(98/185),3,7,0,0,87%,(13/15),100%,(16/16),0%,(0/16),13%,(2/15),(13/31),(18/31)
Wimbledon,Navone M.,Sonego L.,0,3,01.07. 18:00,no,8,8,,,64%,74%,,,,,,,,,73%,75%,,,,,,,,,,,24%,33%,,,36%,53%,,,30,25,33,18,57%,63%,,,,,,,,,,,45%,55%,,,,,,,,,,,,,,,44%,56%,,,9.00,1.07,9.00,1.07,1,3,67%,(48/72),76%,(54/71),48%,(19/40),64%,(16/25),(8/11),(3/4),(17/71),(24/72),27%,(26/96),40%,(45/112),(9/25),(21/40),25%,(1/4),27%,(3/11),(20/35),(17/27),60%,(67/112),73%,(70/96),(93/208),(115/208),4,6,0,0,81%,(13/16),94%,(15/16),6%,(1/16),19%,(3/16),(14/32),(18/32)
Wimbledon,Bautista-Agut R.,Marterer M.,3,0,01.07. 17:55,no,9,8,,,69%,63%,,,,,,,,,100%,50%,,,,,,,,,,,33%,27%,,,62%,37%,,,30,30,26,30,82%,46%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,69%,31%,,,1.29,3.75,1.29,3.75,2,4,73%,(43/59),67%,(33/49),63%,(17/27),38%,(11/29),(7/7),(5/10),(16/49),(16/59),44%,(34/78),30%,(26/86),(18/29),(10/27),50%,(5/10),0%,(0/7),(9/11),(6/13),70%,(60/86),56%,(44/78),(94/164),(70/164),6,4,0,1,100%,(13/13),62%,(8/13),38%,(5/13),0%,(0/13),(18/26),(8/26)
Wimbledon,Van De Zandschulp B.,Broady L.,3,1,01.07. 16:50,no,9,2,,,57%,55%,,,,,,,,,63%,65%,,,,,,,,,,,38%,14%,,,55%,56%,,,38,16,43,47,74%,67%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,63%,37%,,,1.62,2.30,1.62,2.30,11,9,86%,(51/59),62%,(38/61),44%,(20/45),45%,(22/49),(5/8),(13/20),(23/61),(8/59),45%,(50/110),32%,(33/104),(27/49),(25/45),35%,(7/20),38%,(3/8),(23/31),(14/21),68%,(71/104),55%,(60/110),(121/214),(93/214),5,5,0,1,83%,(15/18),59%,(10/17),41%,(7/17),17%,(3/18),(22/35),(13/35)
Wimbledon,Mensik J.,Bublik A.,2,3,01.07. 16:10,no,14,32,,,57%,68%,,,,,,,,,78%,71%,,,,,,,,,,,17%,29%,,,51%,53%,,,51,66,52,47,55%,81%,,,,,,,,,,,47%,53%,,,,,,,,,,,,,,,44%,56%,,,2.75,1.44,2.75,1.44,8,6,71%,(77/108),83%,(79/95),48%,(38/80),49%,(22/45),(18/23),(5/7),(16/95),(31/108),28%,(39/140),39%,(73/188),(23/45),(42/80),29%,(2/7),22%,(5/23),(41/74),(21/26),61%,(115/188),72%,(101/140),(154/328),(174/328),3,7,0,0,80%,(20/25),92%,(23/25),8%,(2/25),20%,(5/25),(22/50),(28/50)
Wimbledon,Vukic A.,Ofner S.,3,2,01.07. 16:05,no,16,24,,,61%,56%,,,,,,,,,73%,56%,,,,,,,,,,,24%,28%,,,53%,52%,,,43,72,49,74,44%,80%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,51%,49%,,,1.67,2.20,1.67,2.20,5,9,72%,(85/118),76%,(76/100),48%,(37/77),48%,(38/80),(16/22),(9/16),(24/100),(33/118),37%,(66/180),37%,(73/195),(42/80),(40/77),44%,(7/16),27%,(6/22),(7/16),(20/25),63%,(122/195),63%,(114/180),(188/375),(187/375),5,5,1,1,77%,(20/26),74%,(20/27),26%,(7/27),23%,(6/26),(27/53),(26/53)
Wimbledon,Shevchenko A.,Humbert U.,2,3,01.07. 15:35,no,11,16,,,55%,64%,,,,,,,,,56%,70%,,,,,,,,,,,21%,36%,,,42%,44%,,,35,54,52,45,45%,70%,,,,,,,,,,,46%,54%,,,,,,,,,,,,,,,42%,58%,,,5.50,1.14,5.50,1.14,8,0,64%,(57/89),79%,(68/86),56%,(40/72),58%,(28/48),(9/16),(7/10),(18/86),(32/89),28%,(38/134),40%,(64/161),(20/48),(32/72),30%,(3/10),44%,(7/16),(13/29),(28/40),60%,(97/161),72%,(96/134),(135/295),(160/295),3,7,1,0,71%,(17/24),88%,(21/24),13%,(3/24),29%,(7/24),(20/48),(28/48)
Wimbledon,Bergs Z.,Cazaux A.,2,3,01.07. 15:30,no,13,22,,,67%,55%,,,,,,,,,75%,100%,,,,,,,,,,,18%,18%,,,48%,45%,,,73,70,43,43,65%,59%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,43%,57%,,,1.36,3.20,1.36,3.20,4,10,82%,(88/107),82%,(89/108),55%,(29/53),52%,(47/90),(9/12),(7/7),(19/108),(19/107),31%,(62/198),27%,(43/160),(43/90),(24/53),0%,(0/7),25%,(3/12),(47/72),(23/39),73%,(117/160),69%,(136/198),(179/358),(179/358),7,3,0,0,88%,(23/26),100%,(27/27),0%,(0/27),12%,(3/26),(23/53),(30/53)
Wimbledon,Harris L.,Michelsen A.,3,2,01.07. 15:15,no,34,9,,,62%,75%,,,,,,,,,56%,73%,,,,,,,,,,,28%,13%,,,50%,59%,,,69,41,60,52,53%,80%,,,,,,,,,,,50%,50%,,,,,,,,,,,,,,,49%,51%,,,1.73,2.10,1.73,2.10,6,1,87%,(81/93),72%,(94/131),41%,(24/58),50%,(22/44),(5/9),(11/15),(37/131),(12/93),34%,(59/175),30%,(46/151),(22/44),(34/58),27%,(4/15),44%,(4/9),(26/49),(47/59),70%,(105/151),66%,(116/175),(164/326),(162/326),6,4,1,0,84%,(21/25),85%,(22/26),15%,(4/26),16%,(4/25),(25/51),(26/51)
Wimbledon,Alcaraz C.,Lajal M.,3,0,01.07. 14:35,no,4,7,,,63%,68%,,,,,,,,,50%,50%,,,,,,,,,,,42%,16%,,,42%,45%,,,44,24,28,28,79%,43%,,,,,,,,,,,57%,43%,,,,,,,,,,,,,,,59%,41%,,,1.01,26.00,1.01,26.00,4,2,84%,(47/56),58%,(40/69),55%,(18/33),58%,(19/33),(2/4),(5/10),(29/69),(9/56),42%,(43/102),27%,(24/89),(14/33),(15/33),50%,(5/10),50%,(2/4),(26/33),(13/30),73%,(65/89),58%,(59/102),(108/191),(83/191),5,5,0,1,88%,(14/16),69%,(11/16),31%,(5/16),13%,(2/16),(19/32),(13/32)
